user_id,track_name,artist_name,8tracks_id,mbids,playlist_id,tags,playlist_name,path,in_db,danceability_value,danceability_prob,gender_value,gender_prob,genre_dortmund_value,genre_dortmund_prob,genre_electronic_value,genre_electronic_prob,genre_rosamerica_value,genre_rosamerica_prob,genre_tzanetakis_value,genre_tzanetakis_prob,ismir04_rhythm_value,ismir04_rhythm_prob,mood_acoustic_value,mood_acoustic_prob,mood_aggressive_value,mood_aggressive_prob,mood_electronic_value,mood_electronic_prob,mood_happy_value,mood_happy_prob,mood_party_value,mood_party_prob,mood_relaxed_value,mood_relaxed_prob,mood_sad_value,mood_sad_prob,moods_mirex_value,moods_mirex_prob,timbre_value,timbre_prob,tonal_atonal_value,tonal_atonal_prob,voice_instrumental_value,voice_instrumental_prob
1550,I Loved You Yesterday,Lyle Lovett,31920,f0e95edc-a086-480e-b756-4f901c0a9fac,23705,"rock, soundtrack, soundtracks",suck it up.  no whining.  ,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/f/f0/f0e95edc-a086-480e-b756-4f901c0a9fac-0.json,FALSE
1550,Outfit,Drive By Truckers,154998,5078f3fb-a6fc-4921-bec7-a4e36b1e1e95,23705,"rock, soundtrack, soundtracks",suck it up.  no whining.  ,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/5/50/5078f3fb-a6fc-4921-bec7-a4e36b1e1e95-0.json,TRUE,danceable,0.881729364395,male,0.610887348652,electronic,0.402644097805,ambient,0.829591333866,pop,0.422789633274,jaz,0.313974827528,Tango,0.402445465326,acoustic,0.942353725433,not_aggressive,0.975170075893,not_electronic,0.952184796333,not_happy,0.740067362785,not_party,0.930159747601,not_relaxed,0.55676317215,sad,0.670813202858,Cluster3,0.437093883753,bright,0.992924213409,tonal,0.976451933384,voice,0.995841264725
1550,War/No More Trouble,Bob Marley & The Wailers,98630,cfd31ae3-9277-4b2a-9b34-3817f429e646,23705,"rock, soundtrack, soundtracks",suck it up.  no whining.  ,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/c/cf/cfd31ae3-9277-4b2a-9b34-3817f429e646-0.json,FALSE
1550,You Don't Understand Me,The Raconteurs,23782,ff30b4b1-a533-497d-ae54-77dc0d2e1c3f,23705,"rock, soundtrack, soundtracks",suck it up.  no whining.  ,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/f/ff/ff30b4b1-a533-497d-ae54-77dc0d2e1c3f-0.json,TRUE,not_danceable,1,female,0.622126698494,electronic,0.999993264675,ambient,0.440895527601,hip,0.336607068777,roc,0.177718743682,Rumba-American,0.906012475491,not_acoustic,0.904409646988,not_aggressive,1,electronic,0.979391694069,not_happy,0.679828822613,not_party,0.999984204769,relaxed,0.808817088604,not_sad,0.821930706501,Cluster5,0.61999386549,dark,0.99465149641,atonal,0.999999642372,instrumental,1
1550,Don't Worry Baby,Los Lobos,55234,02c80a8e-94c3-41e4-9ad9-85fa3a1754fc,23705,"rock, soundtrack, soundtracks",suck it up.  no whining.  ,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/0/02/02c80a8e-94c3-41e4-9ad9-85fa3a1754fc-0.json,FALSE
1550,Trouble In Mind,Nina Simone,111935,47df0444-3a59-41aa-8170-ac1785523839,23705,"rock, soundtrack, soundtracks",suck it up.  no whining.  ,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/4/47/47df0444-3a59-41aa-8170-ac1785523839-0.json,TRUE,not_danceable,0.849412322044,male,0.99715667963,electronic,0.71831715107,ambient,0.910173475742,rhy,0.506155610085,jaz,0.313974827528,VienneseWaltz,0.668628275394,acoustic,0.961792111397,not_aggressive,0.986866652966,not_electronic,0.934014439583,not_happy,0.552252352238,not_party,0.95799601078,not_relaxed,0.641682744026,sad,0.70435333252,Cluster3,0.489681124687,bright,0.7288159132,tonal,0.988570034504,voice,0.994527459145
1550,Stormy Monday,Allman Brothers Band,93081,3749abc4-e810-4008-9f8e-35d338379a15,23705,"rock, soundtrack, soundtracks",suck it up.  no whining.  ,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/3/37/3749abc4-e810-4008-9f8e-35d338379a15-0.json,TRUE,not_danceable,0.531372964382,female,0.888224959373,electronic,0.999999761581,trance,0.722865223885,rhy,0.641240715981,jaz,0.313974827528,VienneseWaltz,0.986448585987,not_acoustic,0.768293023109,not_aggressive,0.952827394009,electronic,0.922966361046,not_happy,0.536968290806,not_party,0.587206602097,relaxed,0.665288805962,not_sad,0.64773529768,Cluster5,0.619827926159,bright,0.895665645599,atonal,0.752374351025,instrumental,0.829942584038
1550,Trouble Weighs A Ton,Dan Auerbach,101226,705a563c-7ccb-485b-856a-35f0ae7d7ab2,23705,"rock, soundtrack, soundtracks",suck it up.  no whining.  ,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/7/70/705a563c-7ccb-485b-856a-35f0ae7d7ab2-0.json,TRUE,not_danceable,0.991654098034,male,0.894162893295,folkcountry,0.861393272877,ambient,0.983375787735,cla,0.706447422504,jaz,0.308918893337,Tango,0.894714772701,acoustic,0.992711663246,not_aggressive,0.994520127773,not_electronic,0.991869866848,not_happy,0.837316513062,not_party,0.980512559414,relaxed,0.865703761578,sad,0.96673053503,Cluster3,0.772324323654,bright,0.976794600487,tonal,0.989940226078,voice,0.999716997147
1550,The Thrill Is Gone,B.B. King,57970,36cb9f9b-fdbe-452f-9ee2-53e0e72c4e45,23705,"rock, soundtrack, soundtracks",suck it up.  no whining.  ,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/3/36/36cb9f9b-fdbe-452f-9ee2-53e0e72c4e45-0.json,FALSE
1550,The Beast In Me,Nick Lowe - ,70339,6485af52-bf98-4d2a-8357-70f76309d291,23705,"rock, soundtrack, soundtracks",suck it up.  no whining.  ,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/6/64/6485af52-bf98-4d2a-8357-70f76309d291-0.json,TRUE,not_danceable,0.91523116827,male,0.842041313648,electronic,0.345749825239,ambient,0.838723957539,rhy,0.526426017284,jaz,0.308913677931,Rumba-International,0.269740611315,acoustic,0.952415049076,not_aggressive,0.969156146049,not_electronic,0.705374717712,not_happy,0.893881380558,not_party,0.964791357517,relaxed,0.999988615513,sad,0.840462386608,Cluster3,0.709932625294,bright,0.91493499279,tonal,0.537769317627,voice,0.696474194527
1550,Still In Love (Hank Williams),Cat Power,42035,03439552-24cf-431b-8ccc-e02c7e74ec40,23705,"rock, soundtrack, soundtracks",suck it up.  no whining.  ,/local/daniel/acousticbrainz/acousticbrainz-highlevel-json-20150130/highlevel/0/03/03439552-24cf-431b-8ccc-e02c7e74ec40-0.json,TRUE,not_danceable,0.945432424545,male,0.828234195709,electronic,0.375410109758,ambient,0.918955147266,jaz,0.489469915628,jaz,0.270607829094,Rumba-International,0.370683014393,acoustic,0.970237493515,not_aggressive,0.999981164932,not_electronic,0.792066037655,not_happy,0.953134715557,not_party,0.970991492271,relaxed,0.693737506866,sad,0.918078660965,Cluster3,0.53062993288,bright,0.999991059303,tonal,0.988024890423,voice,0.615905582905
